Course,Tee,Par,Scr,Slope,Holes
Bonville Golf Resort (NSW),Red Women - Holes:10-18,37,38,137,9
Bonville Golf Resort (NSW),White Men - Holes:10-18,37,37,131,9
Bonville Golf Resort (NSW),Blue Men,72,73,136,18
Bonville Golf Resort (NSW),Pink Women,72,73,135,18
Bonville Golf Resort (NSW),Red Women,72,74,139,18
Bonville Golf Resort (NSW),Tiger Men,72,74,139,18
Bonville Golf Resort (NSW),White Men,72,72,129,18
Boorowa Golf Club (NSW),Red Men - Holes:1-9,32,31,95,9
Boorowa Golf Club (NSW),Red Men - Holes:10-18,32,31,95,9
Boorowa Golf Club (NSW),Red Men,64,62,100,18
Boorowa Golf Club (NSW),White Women,69,66,102,18
Botany Golf Club (NSW),Blue Men - Holes:1-9,33,32,94,9
Botany Golf Club (NSW),Blue Men - Holes:10-18,33,32,94,9
Botany Golf Club (NSW),Red Women - Holes:1-9,34,33,107,9
Botany Golf Club (NSW),Red Women - Holes:10-18,34,33,107,9
Botany Golf Club (NSW),Blue Men,66,64,94,18
Botany Golf Club (NSW),Red Women,68,66,107,18
Bowral Golf Club (NSW),Blue Men - Holes:10-18,34,33.5,118,9
Bowral Golf Club (NSW),Red Women - Holes:10-18,34,35,116,9
Bowral Golf Club (NSW),White Men - Holes:10-18,34,32.5,111,9
Bowral Golf Club (NSW),Blue Men - Holes:1-9,35,35.5,123,9
Bowral Golf Club (NSW),White Men - Holes:1-9,35,35,125,9
Bowral Golf Club (NSW),Red Women - Holes:1-9,36,38,126,9
Bowral Golf Club (NSW),Blue Men,69,69,121,18
Bowral Golf Club (NSW),White Men,69,68,118,18
Bowral Golf Club (NSW),Red Women,70,73,121,18
Bowraville Golf Club (NSW),Blue Men - Holes:1-9,35,33,109,9
Bowraville Golf Club (NSW),Red Women - Holes:1-9,35,34,114,9
Bowraville Golf Club (NSW),Red Women - Holes:10-18,35,34.5,114,9
Bowraville Golf Club (NSW),Blue Men - Holes:10-18,36,33.5,111,9
Bowraville Golf Club (NSW),Red Women,70,69,114,18
Bowraville Golf Club (NSW),Blue Men,71,67,110,18
Braidwood Servicemens Club Ltd (NSW),Blue Men - Holes:1-9,35,34,129,9
Braidwood Servicemens Club Ltd (NSW),Blue Men - Holes:10-18,35,34,129,9
Braidwood Servicemens Club Ltd (NSW),Red Women - Holes:1-9,35,35.5,120,9
Braidwood Servicemens Club Ltd (NSW),Red Women - Holes:10-18,35,35,118,9
Braidwood Servicemens Club Ltd (NSW),Blue Men,70,68,129,18
Braidwood Servicemens Club Ltd (NSW),Red Women,70,71,119,18
Branxton Golf Club (NSW),White Men - Holes:1-9,35,34.5,122,9
Branxton Golf Club (NSW),White Men - Holes:10-18,35,34.5,118,9
Branxton Golf Club (NSW),Red Women - Holes:1-9,36,36.5,126,9
Branxton Golf Club (NSW),Red Women - Holes:10-18,36,36.5,123,9
Branxton Golf Club (NSW),White Men,70,69,120,18
Branxton Golf Club (NSW),Red Women,72,73,125,18
Brewarrina District Golf Club (NSW),Red Women - Holes:1-9,35,36,116,9
Brewarrina District Golf Club (NSW),Red Women - Holes:10-18,35,36,116,9
Brewarrina District Golf Club (NSW),White Men - Holes:1-9,35,34.5,110,9
Brewarrina District Golf Club (NSW),White Men - Holes:10-18,35,34.5,110,9
Brewarrina District Golf Club (NSW),Red Women,70,72,116,18
Brewarrina District Golf Club (NSW),White Men,70,69,110,18
Broken Hill Golf + Country Club (NSW),Blue Men - Holes:1-9,36,37,137,9
Broken Hill Golf + Country Club (NSW),Blue Men - Holes:10-18,36,36.5,127,9
Broken Hill Golf + Country Club (NSW),Red Women - Holes:1-9,36,35.5,120,9
Broken Hill Golf + Country Club (NSW),Red Women - Holes:10-18,36,36,119,9
Broken Hill Golf + Country Club (NSW),White Men - Holes:1-9,36,36.5,136,9
Broken Hill Golf + Country Club (NSW),White Men - Holes:10-18,36,36,128,9
Broken Hill Golf + Country Club (NSW),Blue Men,72,73,133,18
Broken Hill Golf + Country Club (NSW),Red Women,72,71,119,18
Broken Hill Golf + Country Club (NSW),White Men,72,72,132,18
Bulahdelah Golf Club (NSW),Blue Men - Holes:1-9,35,35.5,132,9
Bulahdelah Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,127,9
Bulahdelah Golf Club (NSW),Red Women - Holes:1-9,36,37,126,9
Bulahdelah Golf Club (NSW),Red Women - Holes:10-18,36,36,121,9
Bulahdelah Golf Club (NSW),Blue Men,70,71,130,18
Bulahdelah Golf Club (NSW),Red Women,72,73,124,18
Bundarra Golf Club (NSW),White Men - Holes:1-9,34,34,107,9
Bundarra Golf Club (NSW),White Men - Holes:10-18,34,34,107,9
Bundarra Golf Club (NSW),Red Women - Holes:1-9,35,35.5,113,9
Bundarra Golf Club (NSW),Red Women - Holes:10-18,35,35.5,113,9
Bundarra Golf Club (NSW),White Men,68,67,107,18
Bundarra Golf Club (NSW),Red Women,72,69,113,18
Byron Bay Golf Club (NSW),Blue Men - Holes:1-9,34,35,124,9
Byron Bay Golf Club (NSW),Gold Women - Holes:1-9,34,35,124,9
Byron Bay Golf Club (NSW),Blue Men - Holes:10-18,35,34.5,127,9
Byron Bay Golf Club (NSW),Gold Women - Holes:10-18,35,34.5,113,9
Byron Bay Golf Club (NSW),Black Men - Holes:1-9,36,36.5,140,9
Byron Bay Golf Club (NSW),Black Men - Holes:10-18,36,37,133,9
Byron Bay Golf Club (NSW),White Men - Holes:1-9,36,35.5,135,9
Byron Bay Golf Club (NSW),White Men - Holes:10-18,36,36,136,9
Byron Bay Golf Club (NSW),Red Women - Holes:1-9,37,37.5,135,9
Byron Bay Golf Club (NSW),Red Women - Holes:10-18,37,37.5,130,9
Byron Bay Golf Club (NSW),Women TEMP - Course:Gold,68,68,116,18
Byron Bay Golf Club (NSW),Blue Men,69,70,126,18
Byron Bay Golf Club (NSW),Gold Women,69,69,119,18
Byron Bay Golf Club (NSW),Men TEMP,71,73,134,18
Byron Bay Golf Club (NSW),Men TEMP - Course:White,71,71,133,18
Byron Bay Golf Club (NSW),Black Men,72,74,137,18
Byron Bay Golf Club (NSW),White Men,72,72,136,18
Byron Bay Golf Club (NSW),Women TEMP - Course:Red,73,74,130,18
Byron Bay Golf Club (NSW),Red Women,74,75,133,18
Cabramatta Golf Club (NSW),Blue Men - Holes:1-9,35,36.5,130,9
Cabramatta Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,123,9
Cabramatta Golf Club (NSW),Gold Women - Holes:1-9,35,36,126,9
Cabramatta Golf Club (NSW),White Men - Holes:1-9,35,36,133,9
Cabramatta Golf Club (NSW),White Men - Holes:10-18,35,34.5,118,9
Cabramatta Golf Club (NSW),Gold Women - Holes:10-18,36,35.5,126,9
Cabramatta Golf Club (NSW),Red Women - Holes:10-18,36,36.5,127,9
Cabramatta Golf Club (NSW),Red Women - Holes:1-9,38,38.5,141,9
Cabramatta Golf Club (NSW),Blue Men,70,72,127,18
Cabramatta Golf Club (NSW),White Men,70,71,126,18
Cabramatta Golf Club (NSW),Gold Women,71,72,126,18
Cabramatta Golf Club (NSW),Red Women,74,75,134,18
Calderwood Valley Golf Course (NSW),Blue Men 10-18,34,32.5,112,9
Calderwood Valley Golf Course (NSW),Red Women 10-18,34,33.5,107,9
Calderwood Valley Golf Course (NSW),Blue Men 1-9,36,34,118,9
Calderwood Valley Golf Course (NSW),Red Women 1-9,36,35,123,9
Calderwood Valley Golf Course (NSW),Blue Men,70,67,115,18
Calderwood Valley Golf Course (NSW),Red Women,70,69,115,18
Callala RSL Country Golf Club (NSW),Blue Men - Holes:10-18,33,33,112,9
Callala RSL Country Golf Club (NSW),Men WET - Course:Blue 9,33,33,107,9
Callala RSL Country Golf Club (NSW),Blue Men - Holes:1-9,35,32.5,110,9
Callala RSL Country Golf Club (NSW),Red Women - Holes:1-9,35,35,118,9
Callala RSL Country Golf Club (NSW),Women WET - Course:Red 9,35,35,114,9
Callala RSL Country Golf Club (NSW),Red Women - Holes:10-18,36,34.5,117,9
Callala RSL Country Golf Club (NSW),Men WET - Course:Blue,66,66,107,18
Callala RSL Country Golf Club (NSW),Blue Men,68,65,111,18
Callala RSL Country Golf Club (NSW),Women WET - Course:Red,70,70,114,18
Callala RSL Country Golf Club (NSW),Red Women,71,70,118,18
Camden Golf Club (NSW),Black Men - Holes:10-18,35,35.5,120,9
Camden Golf Club (NSW),Blue Men - Holes:10-18,35,35,119,9
Camden Golf Club (NSW),White Men - Holes:10-18,35,34,121,9
Camden Golf Club (NSW),Black Men - Holes:1-9,36,35.5,119,9
Camden Golf Club (NSW),Blue Men - Holes:1-9,36,35,116,9
Camden Golf Club (NSW),White Men - Holes:1-9,36,34.5,113,9
Camden Golf Club (NSW),Pink Women - Holes:1-9,37,36.5,120,9
Camden Golf Club (NSW),Pink Women - Holes:10-18,37,36.5,129,9
Camden Golf Club (NSW),Red Women - Holes:1-9,37,37,131,9
Camden Golf Club (NSW),Red Women - Holes:10-18,37,37.5,129,9
Camden Golf Club (NSW),Black Men,71,71,120,18
Camden Golf Club (NSW),Blue Men,71,70,118,18
Camden Golf Club (NSW),Men TEMP - Course:Black,71,71,116,18
Camden Golf Club (NSW),Men TEMP - Course:Blue,71,70,114,18
Camden Golf Club (NSW),Men TEMP - Course:White,71,68,113,18
Camden Golf Club (NSW),White Men,71,68,117,18
Camden Golf Club (NSW),Pink Women,74,73,125,18
Camden Golf Club (NSW),Red Women,74,75,130,18
Camden Golf Club (NSW),Women TEMP - Course:Pink,74,73,121,18
Camden Golf Club (NSW),Women TEMP - Course:Red,74,74,125,18
Cammeray Golf Club (NSW),Blue Men - Holes:1-9,33,32.5,109,9
Cammeray Golf Club (NSW),Blue Men - Holes:10-18,33,32.5,109,9
Cammeray Golf Club (NSW),Red Men - Holes:1-9,33,31.5,107,9
Cammeray Golf Club (NSW),Red Men - Holes:10-18,33,31.5,107,9
Cammeray Golf Club (NSW),White Men - Holes:1-9,33,31.5,103,9
Cammeray Golf Club (NSW),White Men - Holes:10-18,33,31.5,103,9
Cammeray Golf Club (NSW),Red Women - Holes:1-9,34,34.5,116,9
Cammeray Golf Club (NSW),Red Women - Holes:10-18,34,34.5,116,9
Cammeray Golf Club (NSW),White Women - Holes:1-9,34,33.5,114,9
Cammeray Golf Club (NSW),White Women - Holes:10-18,34,33.5,114,9
Cammeray Golf Club (NSW),Blue Men,66,65,109,18
Cammeray Golf Club (NSW),Red Men,66,63,107,18
Cammeray Golf Club (NSW),White Men,66,63,103,18
Cammeray Golf Club (NSW),Red Women,68,69,116,18
Cammeray Golf Club (NSW),White Women,68,67,114,18
Campbelltown Golf Club (NSW),Black Men - Holes:10-18,34,34,123,9
Campbelltown Golf Club (NSW),Blue Men - Holes:10-18,34,34,121,9
Campbelltown Golf Club (NSW),Red Women - Holes:10-18,35,35,124,9
Campbelltown Golf Club (NSW),Yellow Women - Holes:10-18,35,34.5,117,9
Campbelltown Golf Club (NSW),Black Men - Holes:1-9,36,36.5,132,9
Campbelltown Golf Club (NSW),Blue Men - Holes:1-9,36,36,131,9
Campbelltown Golf Club (NSW),Red Women - Holes:1-9,36,37.5,131,9
Campbelltown Golf Club (NSW),Yellow Women - Holes:1-9,36,36.5,125,9
Campbelltown Golf Club (NSW),Black Men,70,71,128,18
Campbelltown Golf Club (NSW),Blue Men,70,70,126,18
Campbelltown Golf Club (NSW),Red Women,71,73,128,18
Campbelltown Golf Club (NSW),Yellow Women,71,71,121,18
Canowindra Golf Club (NSW),Blue Men - Holes:1-9,35,35,125,9
Canowindra Golf Club (NSW),Blue Men - Holes:10-18,35,34.5,125,9
Canowindra Golf Club (NSW),Red Women - Holes:1-9,36,36,122,9
Canowindra Golf Club (NSW),Red Women - Holes:10-18,36,36.5,124,9
Canowindra Golf Club (NSW),Blue Men,70,69,125,18
Canowindra Golf Club (NSW),Red Women,72,73,123,18
Caragabal Country Golf Club (NSW),Red Women - Holes:1-9,35,34.5,110,9
Caragabal Country Golf Club (NSW),Red Women - Holes:10-18,35,35,110,9
Caragabal Country Golf Club (NSW),White Men - Holes:1-9,35,34.5,110,9
Caragabal Country Golf Club (NSW),White Men - Holes:10-18,35,34.5,110,9
Caragabal Country Golf Club (NSW),Red Women,70,66,110,18
Caragabal Country Golf Club (NSW),White Men,70,67,110,18
Carnarvon Golf Club (NSW),Blue Men - Holes:1-9,36,36,126,9
Carnarvon Golf Club (NSW),Blue Men - Holes:10-18,36,36,128,9
Carnarvon Golf Club (NSW),Gold Men - Holes:1-9,36,33.5,112,9
Carnarvon Golf Club (NSW),Gold Men - Holes:10-18,36,34.5,115,9
Carnarvon Golf Club (NSW),Jade Women - Holes:1-9,36,35,116,9
Carnarvon Golf Club (NSW),Jade Women - Holes:10-18,36,35.5,119,9
Carnarvon Golf Club (NSW),Red Women - Holes:1-9,36,36,119,9
Carnarvon Golf Club (NSW),Red Women - Holes:10-18,36,37,124,9
Carnarvon Golf Club (NSW),White Men - Holes:1-9,36,35.5,125,9
Carnarvon Golf Club (NSW),White Men - Holes:10-18,36,35,127,9
Carnarvon Golf Club (NSW),Men TEMP,71,71,125,18
Carnarvon Golf Club (NSW),Women TEMP - Course:Red,71,72,120,18
Carnarvon Golf Club (NSW),Blue Men,72,72,127,18
Carnarvon Golf Club (NSW),Gold Men,72,68,114,18
Carnarvon Golf Club (NSW),Jade Women,72,71,118,18
Carnarvon Golf Club (NSW),Red Women,72,73,122,18
Carnarvon Golf Club (NSW),White Men,72,71,126,18
Casino Golf Club (NSW),Red Women - Holes:1-9,35,36.5,131,9
Casino Golf Club (NSW),White Men - Holes:1-9,35,35.5,135,9
Casino Golf Club (NSW),White Men - Holes:10-18,35,35,126,9
Casino Golf Club (NSW),Red Women - Holes:10-18,37,37.5,134,9
Casino Golf Club (NSW),White Men,70,70,131,18
Casino Golf Club (NSW),Red Women,72,74,133,18
Castle Hill Country Club (NSW),Black Men - Holes:1-9,36,36,128,9
Castle Hill Country Club (NSW),Black Men - Holes:10-18,36,36.5,131,9
Castle Hill Country Club (NSW),Blue Men - Holes:1-9,36,35.5,126,9
Castle Hill Country Club (NSW),Blue Men - Holes:10-18,36,36,130,9
Castle Hill Country Club (NSW),Gold Women - Holes:1-9,36,34.5,121,9
Castle Hill Country Club (NSW),Red Women - Holes:1-9,36,36.5,126,9
Castle Hill Country Club (NSW),White Men - Holes:1-9,36,35,126,9
Castle Hill Country Club (NSW),White Men - Holes:10-18,36,35.5,124,9
Castle Hill Country Club (NSW),Gold Women - Holes:10-18,38,35.5,126,9
Castle Hill Country Club (NSW),Red Women - Holes:10-18,38,38,136,9
Castle Hill Country Club (NSW),Men TEMP - Course:Blue,70,72,123,18
Castle Hill Country Club (NSW),Women TEMP,71,72,127,18
Castle Hill Country Club (NSW),Black Men,72,73,130,18
Castle Hill Country Club (NSW),Blue Men,72,72,128,18
Castle Hill Country Club (NSW),White Men,72,70,125,18
Castle Hill Country Club (NSW),Gold Women,74,70,124,18
Castle Hill Country Club (NSW),Red Women,74,74,131,18
Castlecove Country Club (NSW),Blue Men - Holes:1-9,32,31,102,9
Castlecove Country Club (NSW),Blue Men - Holes:10-18,32,31,110,9
Castlecove Country Club (NSW),Red Women - Holes:1-9,32,32,106,9
Castlecove Country Club (NSW),Red Women - Holes:10-18,32,32,99,9
Castlecove Country Club (NSW),Blue Men,64,62,106,18
Castlecove Country Club (NSW),Red Women,64,64,103,18
Catalina Country Club (NSW),Blue Men - Holes:1-9,36,36.5,130,9
Catalina Country Club (NSW),Blue Men - Holes:10-18,36,36,131,9
Catalina Country Club (NSW),Blue Men - Holes:19-27,36,36,128,9
Catalina Country Club (NSW),Red Women - Holes:1-9,36,37.5,132,9
Catalina Country Club (NSW),Red Women - Holes:10-18,36,36.5,131,9
Catalina Country Club (NSW),Red Women - Holes:19-27,36,37,137,9
Catalina Country Club (NSW),White Men - Holes:1-9,36,36,129,9
Catalina Country Club (NSW),White Men - Holes:10-18,36,35.5,129,9
Catalina Country Club (NSW),White Men - Holes:19-27,36,35.5,125,9
Catalina Country Club (NSW),Yellow Women - Holes:1-9,36,37,128,9
Catalina Country Club (NSW),Yellow Women - Holes:10-18,36,36,129,9
Catalina Country Club (NSW),Yellow Women - Holes:19-27,36,36,131,9
Catalina Country Club (NSW),Blue Men,72,73,130,18
Catalina Country Club (NSW),Blue Men - Course:Composite Course,72,73,128,18
Catalina Country Club (NSW),Blue Men - Course:West Course,72,72,129,18
Catalina Country Club (NSW),Red Women - Course:Composite Course,72,74,135,18
Catalina Country Club (NSW),Red Women - Course:Old Course,72,74,132,18
Catalina Country Club (NSW),Red Women - Course:West Course,72,74,134,18
Catalina Country Club (NSW),White Men - Course:Composite Course,72,72,127,18
Catalina Country Club (NSW),White Men - Course:Old Course,72,71,129,18
Catalina Country Club (NSW),White Men - Course:West Course,72,71,127,18
Catalina Country Club (NSW),Yellow Women - Course:Composite Course,72,73,130,18
Catalina Country Club (NSW),Yellow Women - Course:Old Course,72,73,129,18
Catalina Country Club (NSW),Yellow Women - Course:West Course,72,72,130,18
CEX Urunga Golf Club (NSW),Blue/White Men - Holes:1-9,35,35,123,9
CEX Urunga Golf Club (NSW),Blue/White Men - Holes:10-18,35,34,119,9
CEX Urunga Golf Club (NSW),Red Women - Holes:1-9,36,37,132,9
CEX Urunga Golf Club (NSW),Red Women - Holes:10-18,36,36,122,9
CEX Urunga Golf Club (NSW),Blue/White Men,70,69,121,18
CEX Urunga Golf Club (NSW),Red Women,72,73,127,18
Charlestown Golf Club (NSW),Blue Men - Holes:1-9,36,35.5,146,9
Charlestown Golf Club (NSW),Blue Men - Holes:10-18,36,37.5,136,9
Charlestown Golf Club (NSW),Red Women - Holes:1-9,36,37.5,130,9
Charlestown Golf Club (NSW),Red Women - Holes:10-18,36,37.5,129,9
Charlestown Golf Club (NSW),White Men - Holes:1-9,36,35,140,9
Charlestown Golf Club (NSW),White Men - Holes:10-18,36,36.5,133,9
Charlestown Golf Club (NSW),Blue Men,72,73,141,18
Charlestown Golf Club (NSW),White Men,72,71,136,18
Charlestown Golf Club (NSW),Red Women,73,75,131,18
Chatswood Golf Club (NSW),Blue Men - Holes:10-18,32,31.5,112,9
Chatswood Golf Club (NSW),White Men - Holes:10-18,32,31,111,9
Chatswood Golf Club (NSW),Blue Men - Holes:1-9,33,32.5,114,9
Chatswood Golf Club (NSW),Red Women - Holes:1-9,33,34.5,121,9
Chatswood Golf Club (NSW),Red Women - Holes:10-18,33,33,120,9
Chatswood Golf Club (NSW),White Men - Holes:1-9,33,32.5,111,9
Chatswood Golf Club (NSW),Yellow Women - Holes:1-9,33,33.5,114,9
Chatswood Golf Club (NSW),Yellow Women - Holes:10-18,33,31.5,109,9
Chatswood Golf Club (NSW),Blue Men,65,64,113,18
Chatswood Golf Club (NSW),White Men,65,63,111,18
Chatswood Golf Club (NSW),Red Women,66,67,121,18
Chatswood Golf Club (NSW),Yellow Women,66,67,116,18
Clover Leigh Golf Club (NSW),White Men - Holes:1-9,34,33.5,106,9
Clover Leigh Golf Club (NSW),White Men - Holes:10-18,34,33.5,106,9
Clover Leigh Golf Club (NSW),Pink Women - Holes:1-9,35,34.5,109,9
Clover Leigh Golf Club (NSW),Pink Women - Holes:10-18,35,34.5,109,9
Clover Leigh Golf Club (NSW),White Men,68,65,106,18
Clover Leigh Golf Club (NSW),Pink Women,70,68,109,18
Club Banora Golf Club (NSW),Men Twin Towns,70,70,127,18
Club Banora Golf Club (NSW),Men Twin Towns - Course:White,70,68,126,18
Club Banora Golf Club (NSW),Women Twin Towns - Course:Red,73,71,121,18
Club Taree - Golf (NSW),Blue Men - Holes:10-18,33,33,121,9
Club Taree - Golf (NSW),White Men - Holes:10-18,33,33.5,119,9
Club Taree - Golf (NSW),Men (Clubhouse Side 9) - Course:Blue,34,33,116,9
Club Taree - Golf (NSW),Red Women - Holes:10-18,34,35.5,127,9
Club Taree - Golf (NSW),Women (Clubhouse Side 9),35,35,128,9
Club Taree - Golf (NSW),Blue Men - Holes:1-9,37,36.5,135,9
Club Taree - Golf (NSW),White Men - Holes:1-9,37,37,138,9
Club Taree - Golf (NSW),Red Women - Holes:1-9,38,37,132,9
Club Taree - Golf (NSW),Men (Clubhouse Side),68,66,116,18
Club Taree - Golf (NSW),Blue Men,70,70,128,18
Club Taree - Golf (NSW),White Men,70,71,129,18
Club Taree - Golf (NSW),Women (Clubhouse Side) - Course:Red,70,71,128,18
Club Taree - Golf (NSW),Red Women,72,73,130,18
Cobar Bowling and Golf Club (NSW),White Men - Holes:1-9,35,35,111,9
Cobar Bowling and Golf Club (NSW),Red Women - Holes:1-9,36,36.5,117,9
Cobar Bowling and Golf Club (NSW),Red Women - Holes:10-18,36,36.5,117,9
Cobar Bowling and Golf Club (NSW),White Men - Holes:10-18,36,35,111,9
Cobar Bowling and Golf Club (NSW),White Men,71,68,111,18
Cobar Bowling and Golf Club (NSW),Red Women,72,71,117,18
Cobram-Barooga Golf Club (NSW),Blue Men - Course:Old 1-9,36,36,121,9
Cobram-Barooga Golf Club (NSW),Blue Men - Course:Old 10-18,36,36.5,123,9
Cobram-Barooga Golf Club (NSW),Blue Men - Course:West 1-9,36,36.5,125,9
Cobram-Barooga Golf Club (NSW),Blue Men - Course:West 10-18,36,36.5,124,9
Cobram-Barooga Golf Club (NSW),Red Women - Course:Old 10-18,36,37.5,126,9
Cobram-Barooga Golf Club (NSW),Red Women - Course:West 1-9,36,37,121,9
Cobram-Barooga Golf Club (NSW),Red Women - Course:West 10-18,36,36.5,120,9
Cobram-Barooga Golf Club (NSW),Red Women - Course:Old 1-9,37,36.5,126,9
Cobram-Barooga Golf Club (NSW),Blue Men - Course:Composite 1,72,73,123,18
Cobram-Barooga Golf Club (NSW),Blue Men - Course:Composite 2,72,72,123,18
Cobram-Barooga Golf Club (NSW),Blue Men - Course:Composite 3,72,73,124,18
Cobram-Barooga Golf Club (NSW),Blue Men - Course:Composite 4,72,73,124,18
Cobram-Barooga Golf Club (NSW),Blue Men - Course:Old,72,72,122,18
Cobram-Barooga Golf Club (NSW),Blue Men - Course:West,72,73,125,18
Cobram-Barooga Golf Club (NSW),Red Women - Course:Composite 3,72,74,123,18
Cobram-Barooga Golf Club (NSW),Red Women - Course:Composite 4,72,74,124,18
Cobram-Barooga Golf Club (NSW),Red Women - Course:West,72,73,121,18
Cobram-Barooga Golf Club (NSW),Red Women,73,73,124,18
Cobram-Barooga Golf Club (NSW),Red Women - Course:Composite 2,73,73,123,18
Cobram-Barooga Golf Club (NSW),Red Women - Course:Old,73,74,126,18
Coffs Harbour Golf Club (NSW),Blue Men - Course:East Lakes 10-18,34,36,136,9
Coffs Harbour Golf Club (NSW),Blue Men - Course:West Lakes 1-9,34,36,136,9
Coffs Harbour Golf Club (NSW),White Men - Course:East Lakes 10-18,34,34.5,126,9
Coffs Harbour Golf Club (NSW),White Men - Course:West Lakes 1-9,34,34.5,126,9
Coffs Harbour Golf Club (NSW),Blue Men - Course:The Lakes 1-9,35,36,136,9
Coffs Harbour Golf Club (NSW),Blue Men - Course:West Lakes 10-18,35,36,133,9
Coffs Harbour Golf Club (NSW),White Men - Course:The Lakes 1-9,35,35,130,9
Coffs Harbour Golf Club (NSW),White Men - Course:West Lakes 10-18,35,35,126,9
Coffs Harbour Golf Club (NSW),Blue Men - Course:East Lakes 1-9,36,36.5,144,9
Coffs Harbour Golf Club (NSW),Blue Men - Course:The Lakes 10-18,36,36.5,144,9
Coffs Harbour Golf Club (NSW),Red Women - Course:East Lakes 10-18,36,37.5,134,9
Coffs Harbour Golf Club (NSW),Red Women - Course:West Lakes 1-9,36,37.5,134,9
