Course,Tee,Par,Scr,Slope,Holes
Cooma Golf Club (NSW),Red Women - Holes:10-18,36,37,121,9
Cooma Golf Club (NSW),White Men - Holes:1-9,36,34,111,9
Cooma Golf Club (NSW),White Men - Holes:10-18,36,34.5,124,9
Cooma Golf Club (NSW),Red Women - Holes:1-9,37,37,128,9
Cooma Golf Club (NSW),Blue Men,72,72,119,18
Cooma Golf Club (NSW),White Men,72,68,118,18
Cooma Golf Club (NSW),Red Women,73,74,125,18
Coomba Park Golf & Country Club (NSW),Blue Men - Holes:1-9,31,29.5,102,9
Coomba Park Golf & Country Club (NSW),Blue Men - Holes:10-18,31,29,100,9
Coomba Park Golf & Country Club (NSW),Red Women - Holes:1-9,33,29.5,100,9
Coomba Park Golf & Country Club (NSW),Red Women - Holes:10-18,33,30,102,9
Coomba Park Golf & Country Club (NSW),Blue Men,62,59,101,18
Coomba Park Golf & Country Club (NSW),Red Women,66,60,101,18
Coomealla Golf Club (NSW),Blue Men - Holes:1-9,36,36.5,132,9
Coomealla Golf Club (NSW),Blue Men - Holes:10-18,36,36,132,9
Coomealla Golf Club (NSW),Green Women - Holes:10-18,36,36,122,9
Coomealla Golf Club (NSW),Red Women - Holes:10-18,36,37,119,9
Coomealla Golf Club (NSW),White Men - Holes:1-9,36,36.5,124,9
Coomealla Golf Club (NSW),White Men - Holes:10-18,36,36,127,9
Coomealla Golf Club (NSW),Yellow Men - Holes:1-9,36,36,125,9
Coomealla Golf Club (NSW),Yellow Men - Holes:10-18,36,35.5,123,9
Coomealla Golf Club (NSW),Green Women - Holes:1-9,37,36,124,9
Coomealla Golf Club (NSW),Red Women - Holes:1-9,37,36.5,123,9
Coomealla Golf Club (NSW),Blue Men,72,73,132,18
Coomealla Golf Club (NSW),White Men,72,72,126,18
Coomealla Golf Club (NSW),Yellow Men,72,71,124,18
Coomealla Golf Club (NSW),Green Women,73,72,121,18
Coomealla Golf Club (NSW),Red Women,73,73,123,18
Coonabarabran Golf Club (NSW),White Men - Holes:1-9,36,36.5,130,9
Coonabarabran Golf Club (NSW),White Men - Holes:10-18,36,37,130,9
Coonabarabran Golf Club (NSW),White Women - Holes:10-18,36,36.5,124,9
Coonabarabran Golf Club (NSW),White Women - Holes:1-9,37,37.5,128,9
Coonabarabran Golf Club (NSW),White Men,72,73,130,18
Coonabarabran Golf Club (NSW),White Women,73,74,126,18
Coonamble Golf Club (NSW),Blue Men - Holes:1-9,34,33.5,110,9
Coonamble Golf Club (NSW),Blue Men - Holes:10-18,35,33.5,110,9
Coonamble Golf Club (NSW),Red Women - Holes:1-9,35,34,113,9
Coonamble Golf Club (NSW),Red Women - Holes:10-18,35,34,113,9
Coonamble Golf Club (NSW),Blue Men,69,67,110,18
Coonamble Golf Club (NSW),Red Women,70,68,113,18
Cootamundra Country Club (NSW),Red Women - Holes:1-9,35,35,115,9
Cootamundra Country Club (NSW),White Men - Holes:1-9,35,33.5,115,9
Cootamundra Country Club (NSW),Red Women - Holes:10-18,36,35.5,112,9
Cootamundra Country Club (NSW),White Men - Holes:10-18,36,35,112,9
Cootamundra Country Club (NSW),Red Women,71,70,114,18
Cootamundra Country Club (NSW),White Men,71,68,114,18
Coraki Golf Club (NSW),Red Men - Holes:1-9,35,34,108,9
Coraki Golf Club (NSW),Red Men - Holes:10-18,36,33,105,9
Coraki Golf Club (NSW),Red Women - Holes:10-18,36,35.5,115,9
Coraki Golf Club (NSW),White Men - Holes:1-9,36,35,116,9
Coraki Golf Club (NSW),White Men - Holes:10-18,36,35.5,112,9
Coraki Golf Club (NSW),Red Women - Holes:1-9,37,36.5,119,9
Coraki Golf Club (NSW),Red Men,71,67,107,18
Coraki Golf Club (NSW),White Men,72,71,114,18
Coraki Golf Club (NSW),Red Women,73,72,117,18
Corowa Golf Club (NSW),Blue Men - Holes:10-18,36,36,118,9
Corowa Golf Club (NSW),Blue Men - Holes:19-27,36,35,122,9
Corowa Golf Club (NSW),Red Women - Holes:10-18,36,36,118,9
Corowa Golf Club (NSW),Red Women - Holes:19-27,36,36,125,9
Corowa Golf Club (NSW),White Men - Holes:10-18,36,35,115,9
Corowa Golf Club (NSW),White Men - Holes:19-27,36,34.5,119,9
Corowa Golf Club (NSW),Blue Men - Holes:1-9,37,38,129,9
Corowa Golf Club (NSW),Red Women - Holes:1-9,37,38,124,9
Corowa Golf Club (NSW),White Men - Holes:1-9,37,37,128,9
Corowa Golf Club (NSW),Men Old - Course:Blue,72,71,119,18
Corowa Golf Club (NSW),Men Old - Course:White,72,70,118,18
Corowa Golf Club (NSW),Women Old - Course:Red,72,72,122,18
Corowa Golf Club (NSW),Men East - Course:Blue,73,74,123,18
Corowa Golf Club (NSW),Men East - Course:White,73,72,122,18
Corowa Golf Club (NSW),Men West,73,73,125,18
Corowa Golf Club (NSW),Men West - Course:White,73,72,124,18
Corowa Golf Club (NSW),Women East - Course:Red,73,74,121,18
Corowa Golf Club (NSW),Women West - Course:Red,73,74,125,18
Cowra Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,113,9
Cowra Golf Club (NSW),Blue Men - Holes:1-9,36,35,117,9
Cowra Golf Club (NSW),Red Women - Holes:1-9,37,37,125,9
Cowra Golf Club (NSW),Red Women - Holes:10-18,37,37,123,9
Cowra Golf Club (NSW),Blue Men,71,70,115,18
Cowra Golf Club (NSW),Red Women,74,74,124,18
Crescent Head Country Club (NSW),Blue Men - Holes:10-18,31,31,112,9
Crescent Head Country Club (NSW),Red Women - Holes:10-18,31,31.5,109,9
Crescent Head Country Club (NSW),Blue Men - Holes:1-9,32,31,116,9
Crescent Head Country Club (NSW),Red Women - Holes:1-9,32,32,116,9
Crescent Head Country Club (NSW),Blue Men,63,62,114,18
Crescent Head Country Club (NSW),Red Women,63,63,113,18
Cromer Golf Club (NSW),Black Men - Holes:1-9,34,35.5,119,9
Cromer Golf Club (NSW),Blue Men - Holes:1-9,34,35,119,9
Cromer Golf Club (NSW),White Men - Holes:1-9,34,33.5,123,9
Cromer Golf Club (NSW),Yellow Men - Holes:1-9,34,32.5,114,9
Cromer Golf Club (NSW),Red Women - Holes:1-9,35,36,125,9
Cromer Golf Club (NSW),White Women - Holes:1-9,35,36.5,127,9
Cromer Golf Club (NSW),Yellow Women - Holes:1-9,35,35.5,123,9
Cromer Golf Club (NSW),Black Men - Holes:10-18,36,37.5,133,9
Cromer Golf Club (NSW),Blue Men - Holes:10-18,36,36.5,125,9
Cromer Golf Club (NSW),White Men - Holes:10-18,36,36,118,9
Cromer Golf Club (NSW),Yellow Men - Holes:10-18,36,35,118,9
Cromer Golf Club (NSW),Red Women - Holes:10-18,37,38.5,141,9
Cromer Golf Club (NSW),White Women - Holes:10-18,37,39,140,9
Cromer Golf Club (NSW),Yellow Women - Holes:10-18,37,37.5,134,9
Cromer Golf Club (NSW),Men TEMP,69,70,119,18
Cromer Golf Club (NSW),Black Men,70,73,126,18
Cromer Golf Club (NSW),Blue Men,70,71,122,18
Cromer Golf Club (NSW),White Men,70,70,121,18
Cromer Golf Club (NSW),Yellow Men,70,68,116,18
Cromer Golf Club (NSW),Women TEMP - Course:Red,71,73,130,18
Cromer Golf Club (NSW),Red Women,72,75,133,18
Cromer Golf Club (NSW),White Women,72,75,134,18
Cromer Golf Club (NSW),Yellow Women,72,73,129,18
Cronulla Golf Club (NSW),Blue Men - Holes:1-9 Composite,33,33,118,9
Cronulla Golf Club (NSW),Black Men - Holes:1-9,35,34.5,126,9
Cronulla Golf Club (NSW),Black Men - Holes:10-18,35,35.5,123,9
Cronulla Golf Club (NSW),Blue Men - Holes:1-9,35,34.5,125,9
Cronulla Golf Club (NSW),Blue Men - Holes:10-18,35,35,122,9
Cronulla Golf Club (NSW),Red Women - Holes:1-9 Composite,35,35.5,126,9
Cronulla Golf Club (NSW),White Men - Holes:1-9,35,34,124,9
Cronulla Golf Club (NSW),White Men - Holes:10-18,35,34.5,119,9
Cronulla Golf Club (NSW),Gold Women - Holes:10-18,36,36.5,121,9
Cronulla Golf Club (NSW),Red Women - Holes:10-18,36,37,127,9
Cronulla Golf Club (NSW),Gold Women - Holes:1-9,37,36.5,129,9
Cronulla Golf Club (NSW),Red Women - Holes:1-9,37,37,130,9
Cronulla Golf Club (NSW),Men Composite - Course:Blue,66,66,118,18
Cronulla Golf Club (NSW),Black Men,70,70,125,18
Cronulla Golf Club (NSW),Blue Men,70,70,124,18
Cronulla Golf Club (NSW),White Men,70,68,122,18
Cronulla Golf Club (NSW),Women Composite - Course:Red,70,71,126,18
Cronulla Golf Club (NSW),Gold Women,73,73,125,18
Cronulla Golf Club (NSW),Red Women,73,74,129,18
Crookwell Golf Club (NSW),Blue Men - Holes:1-9,35,35.5,126,9
Crookwell Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,119,9
Crookwell Golf Club (NSW),Red Women - Holes:1-9,36,37,129,9
Crookwell Golf Club (NSW),Red Women - Holes:10-18,37,36.5,131,9
Crookwell Golf Club (NSW),Blue Men,70,71,123,18
Crookwell Golf Club (NSW),Red Women,73,73,130,18
Culcairn Golf Club (NSW),Red Women - Holes:1-9,35,35,111,9
Culcairn Golf Club (NSW),Red Women - Holes:10-18,35,35,111,9
Culcairn Golf Club (NSW),White Men - Holes:1-9,35,34.5,109,9
Culcairn Golf Club (NSW),White Men - Holes:10-18,35,34.5,109,9
Culcairn Golf Club (NSW),Red Women,70,68,112,18
Culcairn Golf Club (NSW),White Men,70,67,109,18
Cumberland Country Golf Club (NSW),Blue Men - Holes:10-18,35,35,131,9
Cumberland Country Golf Club (NSW),White Men - Holes:10-18,35,34,125,9
Cumberland Country Golf Club (NSW),Yellow Women - Holes:10-18,35,36,124,9
Cumberland Country Golf Club (NSW),Red Women - Holes:10-18,36,37,129,9
Cumberland Country Golf Club (NSW),Blue Men - Holes:1-9,37,37,141,9
Cumberland Country Golf Club (NSW),Red Women - Holes:1-9,37,37.5,138,9
Cumberland Country Golf Club (NSW),White Men - Holes:1-9,37,36,133,9
Cumberland Country Golf Club (NSW),Yellow Women - Holes:1-9,37,36.5,133,9
Cumberland Country Golf Club (NSW),Men TEMP - Course:Blue,71,71,134,18
Cumberland Country Golf Club (NSW),Men TEMP - Course:White,71,70,127,18
Cumberland Country Golf Club (NSW),Blue Men,72,72,136,18
Cumberland Country Golf Club (NSW),White Men,72,70,129,18
Cumberland Country Golf Club (NSW),Women TEMP - Course:Red,72,73,132,18
Cumberland Country Golf Club (NSW),Yellow Women,72,72,129,18
Cumberland Country Golf Club (NSW),Red Women,73,74,134,18
Cumnock Golf Club Inc (NSW),Blue Men - Holes:1-9,34,32.5,101,9
Cumnock Golf Club Inc (NSW),Blue Men - Holes:10-18,34,32.5,101,9
Cumnock Golf Club Inc (NSW),Red Women - Holes:1-9,34,33.5,104,9
Cumnock Golf Club Inc (NSW),Red Women - Holes:10-18,34,33.5,104,9
Cumnock Golf Club Inc (NSW),Blue Men,68,63,101,18
Cumnock Golf Club Inc (NSW),Red Women,68,64,104,18
Cypress Lakes Golf Club (NSW),Black Men - Holes:10-18,35,36.5,138,9
Cypress Lakes Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,137,9
Cypress Lakes Golf Club (NSW),Red Women - Holes:10-18,35,36,126,9
Cypress Lakes Golf Club (NSW),White men - Holes:10-18,35,34,132,9
Cypress Lakes Golf Club (NSW),Black Men - Holes:1-9,37,38,155,9
Cypress Lakes Golf Club (NSW),Blue Men - Holes:1-9,37,36.5,143,9
Cypress Lakes Golf Club (NSW),Red Women - Holes:1-9,37,37,144,9
Cypress Lakes Golf Club (NSW),White men - Holes:1-9,37,35.5,133,9
Cypress Lakes Golf Club (NSW),Black Men,72,74,147,18
Cypress Lakes Golf Club (NSW),Blue Men,72,72,140,18
Cypress Lakes Golf Club (NSW),Red Women,72,73,135,18
Cypress Lakes Golf Club (NSW),White men,72,69,133,18
Darling River Golf Club (NSW),Red Women - Holes:1-9,36,35.5,113,9
Darling River Golf Club (NSW),White Men - Holes:1-9,36,35,111,9
Darling River Golf Club (NSW),White Men - Holes:10-18,36,35,111,9
Darling River Golf Club (NSW),Red Women - Holes:10-18,37,35.5,113,9
Darling River Golf Club (NSW),White Men,72,68,111,18
Darling River Golf Club (NSW),Red Women,73,69,113,18
Deepwater Golf Club (NSW),Blue Men - Holes:1-9,34,32.5,107,9
Deepwater Golf Club (NSW),Blue Men - Holes:10-18,34,32.5,107,9
Deepwater Golf Club (NSW),Red Women - Holes:1-9,35,33.5,113,9
Deepwater Golf Club (NSW),Red Women - Holes:10-18,35,33.5,113,9
Deepwater Golf Club (NSW),Blue Men,68,65,107,18
Deepwater Golf Club (NSW),Red Women,70,67,113,18
Delegate Country Club (NSW),Blue Men - Holes:1-9,35,35,112,9
Delegate Country Club (NSW),White Men - Holes:1-9,35,34.5,109,9
Delegate Country Club (NSW),Blue Men - Holes:10-18,36,35,112,9
Delegate Country Club (NSW),Red Women - Holes:1-9,36,36.5,117,9
Delegate Country Club (NSW),Red Women - Holes:10-18,36,36.5,117,9
Delegate Country Club (NSW),White Men - Holes:10-18,36,34.5,109,9
Delegate Country Club (NSW),Yellow Women - Holes:1-9,36,35,111,9
Delegate Country Club (NSW),Yellow Women - Holes:10-18,36,35,111,9
Delegate Country Club (NSW),Blue Men,71,70,112,18
Delegate Country Club (NSW),White Men,71,69,109,18
Delegate Country Club (NSW),Red Women,72,71,117,18
Delegate Country Club (NSW),Yellow Women,72,70,111,18
Delungra Golf Club (NSW),White Men - Holes:1-9,33,33.5,105,9
Delungra Golf Club (NSW),Red Women - Holes:1-9,34,34,114,9
Delungra Golf Club (NSW),White Men - Holes:10-18,34,33.5,105,9
Delungra Golf Club (NSW),Red Women - Holes:10-18,35,35.5,112,9
Delungra Golf Club (NSW),White Men,68,66,105,18
Delungra Golf Club (NSW),White Women,69,69,112,18
Delungra Golf Club (NSW),Red Women,70,70,114,18
Deniliquin Golf Club (NSW),Blue Men - Holes:1-9,35,35,121,9
Deniliquin Golf Club (NSW),Red Women - Holes:1-9,35,35.5,114,9
Deniliquin Golf Club (NSW),Blue Men - Holes:10-18,37,36,128,9
Deniliquin Golf Club (NSW),Red Women - Holes:10-18,37,37.5,125,9
Deniliquin Golf Club (NSW),Blue Men,72,71,125,18
Deniliquin Golf Club (NSW),Red Women,72,73,120,18
Denman Golf Club (NSW),Red Women - Holes:1-9,36,36,118,9
Denman Golf Club (NSW),Red Women - Holes:10-18,36,36,115,9
Denman Golf Club (NSW),White Men - Holes:1-9,36,35,112,9
Denman Golf Club (NSW),White Men - Holes:10-18,36,35,114,9
Denman Golf Club (NSW),Red Women,72,72,117,18
Denman Golf Club (NSW),White Men,72,70,113,18
Dorrigo RSL Golf Club (NSW),Blue Men - Holes:1-9,32,33,104,9
Dorrigo RSL Golf Club (NSW),Blue Men - Holes:10-18,32,32,103,9
Dorrigo RSL Golf Club (NSW),Red Women - Holes:10-18,32,33.5,114,9
Dorrigo RSL Golf Club (NSW),Red Women - Holes:1-9,34,35,119,9
Dorrigo RSL Golf Club (NSW),Blue Men,64,65,104,18
Dorrigo RSL Golf Club (NSW),Red Women,66,68,117,18
Dubbo Golf Club (NSW),Blue Men - Course:Delroy 10-18,35,35,118,9
Dubbo Golf Club (NSW),Blue Men - Course:Grangewood 1-9,35,35,118,9
Dubbo Golf Club (NSW),Blue Men - Course:Grangewood 10-18,35,34.5,126,9
Dubbo Golf Club (NSW),Blue Men - Course:Lakes 10-18,35,34.5,126,9
Dubbo Golf Club (NSW),Red Women - Course:Grangewood 10-18,35,35.5,119,9
Dubbo Golf Club (NSW),Red Women - Course:Lakes 10-18,35,35.5,119,9
Dubbo Golf Club (NSW),White Men - Course:Delroy 10-18,35,34.5,116,9
Dubbo Golf Club (NSW),White Men - Course:Grangewood 1-9,35,34.5,116,9
Dubbo Golf Club (NSW),White Men - Course:Grangewood 10-18,35,34,119,9
Dubbo Golf Club (NSW),White Men - Course:Lakes 10-18,35,34,119,9
Dubbo Golf Club (NSW),Blue Men - Course:Delroy 1-9,36,35.5,124,9
Dubbo Golf Club (NSW),Blue Men - Course:Lakes 1-9,36,35.5,124,9
Dubbo Golf Club (NSW),Red Women - Course:Delroy 1-9,36,36,120,9
Dubbo Golf Club (NSW),Red Women - Course:Delroy 10-18,36,35,116,9
Dubbo Golf Club (NSW),Red Women - Course:Grangewood 1-9,36,35,116,9
Dubbo Golf Club (NSW),Red Women - Course:Lakes 1-9,36,36,120,9
Dubbo Golf Club (NSW),White Men - Course:Delroy 1-9,36,35.5,121,9
Dubbo Golf Club (NSW),White Men - Course:Lakes 1-9,36,35.5,121,9
Dubbo Golf Club (NSW),Blue Men - Course:Grangewood,70,69,122,18
Dubbo Golf Club (NSW),White Men - Course:Grangewood,70,68,118,18
Dubbo Golf Club (NSW),Blue Men - Course:Delroy,71,71,121,18
Dubbo Golf Club (NSW),Blue Men - Course:Lakes,71,70,125,18
Dubbo Golf Club (NSW),Red Women - Course:Grangewood,71,71,118,18
Dubbo Golf Club (NSW),Red Women - Course:Lakes,71,72,120,18
Dubbo Golf Club (NSW),White Men,71,70,119,18
Dubbo Golf Club (NSW),White Men - Course:Lakes,71,69,120,18
Dubbo Golf Club (NSW),Red Women - Course:Delroy,72,71,118,18
Dunedoo Golf Club (NSW),Red Women - Holes:1-9,36,37,119,9
Dunedoo Golf Club (NSW),White Men - Holes:1-9,36,35,111,9
Dunedoo Golf Club (NSW),White Men - Holes:10-18,36,35,111,9
Dunedoo Golf Club (NSW),Red Women - Holes:10-18,37,37,119,9
Dunedoo Golf Club (NSW),Red Women,72,73,119,18
Dunedoo Golf Club (NSW),White Men,72,67,111,18
Dungog & District Golf Club (NSW),White Men - Holes:1-9,35,34.5,111,9
Dungog & District Golf Club (NSW),White Men - Holes:10-18,35,34,111,9
Dungog & District Golf Club (NSW),Red Women - Holes:1-9,36,36,123,9
Dungog & District Golf Club (NSW),Red Women - Holes:10-18,36,35.5,124,9
Dungog & District Golf Club (NSW),White Men,70,69,111,18
Dungog & District Golf Club (NSW),Red Women,72,72,124,18
Dunheved Golf Club (NSW),Black Men - Holes:1-9,36,36.5,135,9
Dunheved Golf Club (NSW),Black Men - Holes:10-18,36,36,135,9
Dunheved Golf Club (NSW),Blue Men - Holes:1-9,36,36,135,9
Dunheved Golf Club (NSW),Blue Men - Holes:10-18,36,36,133,9
Dunheved Golf Club (NSW),Orange Men - Holes:1-9,36,35.5,131,9
Dunheved Golf Club (NSW),Orange Men - Holes:10-18,36,35,127,9
Dunheved Golf Club (NSW),Red Women - Holes:10-18,36,35.5,126,9
Dunheved Golf Club (NSW),White Men - Holes:1-9,36,35.5,130,9
Dunheved Golf Club (NSW),White Men - Holes:10-18,36,35,130,9
Dunheved Golf Club (NSW),Red Women - Holes:1-9,38,37.5,133,9
Dunheved Golf Club (NSW),Black Men,72,72,135,18
Dunheved Golf Club (NSW),Blue Men,72,72,134,18
Dunheved Golf Club (NSW),Orange Men,72,71,129,18
Dunheved Golf Club (NSW),White Men,72,71,130,18
Dunheved Golf Club (NSW),Red Women,74,73,130,18
Duntryleague Golf Club (NSW),Blue Men - Holes:1-9,35,35.5,123,9
Duntryleague Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,125,9
Duntryleague Golf Club (NSW),Red Women - Holes:10-18,35,36,124,9
Duntryleague Golf Club (NSW),White Men - Holes:1-9,35,35,121,9
Duntryleague Golf Club (NSW),White Men - Holes:10-18,35,35,123,9
Duntryleague Golf Club (NSW),Red Women - Holes:1-9,37,36.5,122,9
Duntryleague Golf Club (NSW),Blue Men,70,71,124,18
Duntryleague Golf Club (NSW),White Men,70,70,122,18
Duntryleague Golf Club (NSW),Red Women,72,72,123,18
Eastlake Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,129,9
Eastlake Golf Club (NSW),Red Women - Holes:10-18,35,35.5,131,9
Eastlake Golf Club (NSW),Blue Men - Holes:1-9,37,36.5,138,9
Eastlake Golf Club (NSW),Red Women - Holes:1-9,37,36.5,135,9
Eastlake Golf Club (NSW),Blue Men,72,72,134,18
Eastlake Golf Club (NSW),Men TEMP - Course:Blue,72,72,133,18
Eastlake Golf Club (NSW),Red Women,72,72,133,18
Eastlake Golf Club (NSW),Women TEMP - Course:Red,72,73,134,18
Eden Gardens Country Club (NSW),Blue Men - Holes:1-9,35,34.5,117,9
Eden Gardens Country Club (NSW),Red Women - Holes:1-9,35,36,130,9
Eden Gardens Country Club (NSW),White Men - Holes:1-9,35,34,112,9
Eden Gardens Country Club (NSW),Blue Men - Holes:10-18,36,35.5,140,9
Eden Gardens Country Club (NSW),White Men - Holes:10-18,36,35,131,9
Eden Gardens Country Club (NSW),Red Women - Holes:10-18,37,37.5,129,9
Eden Gardens Country Club (NSW),Blue Men,71,70,129,18
Eden Gardens Country Club (NSW),White Men,71,69,122,18
Eden Gardens Country Club (NSW),Red Women,72,74,130,18
Elanora Country Club (NSW),Black Men - Holes:1-9,36,36.5,132,9
Elanora Country Club (NSW),Black Men - Holes:10-18,36,37,133,9
Elanora Country Club (NSW),Blue Men - Holes:1-9,36,36,131,9
Elanora Country Club (NSW),Blue Men - Holes:10-18,36,36.5,130,9
Elanora Country Club (NSW),Gold Women - Holes:1-9,36,37.5,133,9
Elanora Country Club (NSW),Gold Women - Holes:10-18,36,38.5,135,9
Elanora Country Club (NSW),Red Women - Holes:1-9,36,37,132,9
Elanora Country Club (NSW),Red Women - Holes:10-18,36,37.5,136,9
Elanora Country Club (NSW),Teal Women - Holes:1-9,36,36.5,126,9
Elanora Country Club (NSW),Teal Women - Holes:10-18,36,37.5,135,9
Elanora Country Club (NSW),White Men - Holes:1-9,36,35.5,127,9
Elanora Country Club (NSW),White Men - Holes:10-18,36,36,125,9
Elanora Country Club (NSW),Yellow Men - Holes:1-9,36,34.5,119,9
Elanora Country Club (NSW),Yellow Men - Holes:10-18,36,35.5,124,9
Elanora Country Club (NSW),Blue Men Temp Par 5 Out,70,71,126,18
Elanora Country Club (NSW),Red Women Temp Par 5 Out,70,72,130,18
Elanora Country Club (NSW),Teal Women Temp Par 5 Out,70,72,127,18
Elanora Country Club (NSW),White Men Temp Par 5 Out,70,70,122,18
Elanora Country Club (NSW),Yellow Men Temp Par 5 Out,70,69,118,18
Elanora Country Club (NSW),Men Temp - Course:Blue,71,71,128,18
Elanora Country Club (NSW),Men Temp - Course:White,71,71,123,18
Elanora Country Club (NSW),Men Temp - Course:Yellow,71,69,119,18
Elanora Country Club (NSW),Women Temp - Course:Red,71,73,131,18
Elanora Country Club (NSW),Women Temp - Course:Teal,71,72,128,18
Elanora Country Club (NSW),Black Men,72,74,133,18
Elanora Country Club (NSW),Blue Men,72,73,131,18
Elanora Country Club (NSW),Gold Women,72,76,134,18
Elanora Country Club (NSW),Red Women,72,74,134,18
Elanora Country Club (NSW),Teal Women,72,74,131,18
Elanora Country Club (NSW),White Men,72,72,126,18
Elanora Country Club (NSW),Yellow Men,72,70,122,18
Emmaville Golf Club Inc (NSW),White Men - Holes:1-9,34,33.5,105,9
Emmaville Golf Club Inc (NSW),White Men - Holes:10-18,34,33.5,105,9
Emmaville Golf Club Inc (NSW),Red Women - Holes:1-9,35,34.5,109,9
Emmaville Golf Club Inc (NSW),Red Women - Holes:10-18,35,34.5,109,9
Emmaville Golf Club Inc (NSW),White Men,68,65,105,18
Emmaville Golf Club Inc (NSW),Red Women,70,66,109,18
Everglades Country Club (NSW),Black Men - Holes:1-9,33,32,112,9
Everglades Country Club (NSW),Blue Men - Holes:1-9,33,33,121,9
Everglades Country Club (NSW),Black Men - Holes:10-18,34,33.5,119,9
Everglades Country Club (NSW),Blue Men - Holes:10-18,34,34.5,124,9
Everglades Country Club (NSW),Pink Women - Holes:1-9,35,34,121,9
Everglades Country Club (NSW),Red Women - Holes:1-9,35,35.5,123,9
Everglades Country Club (NSW),Pink Women - Holes:10-18,36,35.6,125,9
Everglades Country Club (NSW),Red Women - Holes:10-18,36,36.5,126,9
Everglades Country Club (NSW),Black Men,67,66,116,18
Everglades Country Club (NSW),Blue Men,67,67,123,18
Everglades Country Club (NSW),Pink Women,71,70,123,18
Everglades Country Club (NSW),Red Women,71,72,125,18
Fairfield Golf Club (NSW),Red Women - Holes:1-9,34,34.5,112,9
Fairfield Golf Club (NSW),Red Women - Holes:10-18,34,35,122,9
Fairfield Golf Club (NSW),White Men - Holes:1-9,34,32.5,104,9
Fairfield Golf Club (NSW),White Men - Holes:10-18,34,32.5,112,9
Fairfield Golf Club (NSW),Red Women,68,69,117,18
Fairfield Golf Club (NSW),White Men,68,65,108,18
Finley Golf Club (NSW),Blue Men - Holes:10-18,35,34,108,9
Finley Golf Club (NSW),Red Women - Holes:10-18,35,35,111,9
Finley Golf Club (NSW),Blue Men - Holes:1-9,37,36,113,9
Finley Golf Club (NSW),Red Women - Holes:1-9,37,36.5,119,9
Finley Golf Club (NSW),Blue Men,72,70,111,18
Finley Golf Club (NSW),Red Women,72,72,115,18
Forbes Golf Club (NSW),Red Women - Holes:1-9,35,35.5,115,9
Forbes Golf Club (NSW),Blue Men - Holes:1-9,36,35,115,9
Forbes Golf Club (NSW),Blue Men - Holes:10-18,36,36.5,119,9
Forbes Golf Club (NSW),White Men - Holes:1-9,36,34.5,115,9
Forbes Golf Club (NSW),White Men - Holes:10-18,36,36,118,9
Forbes Golf Club (NSW),Red Women - Holes:10-18,37,36.5,116,9
Forbes Golf Club (NSW),Blue Men,72,72,118,18
Forbes Golf Club (NSW),Red Women,72,72,116,18
Forbes Golf Club (NSW),White Men,72,70,116,18
Forster-Tuncurry Golf Club (NSW),Blue Men - Course:Forster 1-9,32,32.5,117,9
Forster-Tuncurry Golf Club (NSW),White Men - Course:Forster 1-9,32,32,118,9
Forster-Tuncurry Golf Club (NSW),Green Women - Course:Forster 1-9,33,34,117,9
Forster-Tuncurry Golf Club (NSW),Red Women - Course:Forster 1-9,33,35,120,9
Forster-Tuncurry Golf Club (NSW),Blue Men - Course:Forster 10-18,34,34.5,118,9
Forster-Tuncurry Golf Club (NSW),White Men - Course:Forster 10-18,34,34,115,9
Forster-Tuncurry Golf Club (NSW),Green Women - Course:Forster 10-,35,36,129,9
Forster-Tuncurry Golf Club (NSW),Red Women - Course:Forster 10-18,35,36.5,132,9
Forster-Tuncurry Golf Club (NSW),Black Men - Course:Tuncurry 1-9,36,36,124,9
Forster-Tuncurry Golf Club (NSW),Black Men - Course:Tuncurry 10-18,36,37,131,9
Forster-Tuncurry Golf Club (NSW),Blue Men - Course:Tuncurry 1-9,36,36,124,9
Forster-Tuncurry Golf Club (NSW),Blue Men - Course:Tuncurry 10-18,36,36.5,125,9
Forster-Tuncurry Golf Club (NSW),Green Women - Course:Tuncurry 1-9,36,35.5,120,9
Forster-Tuncurry Golf Club (NSW),Red Women - Course:Tuncurry 1-9,36,36.5,122,9
Forster-Tuncurry Golf Club (NSW),White Men - Course:Tuncurry 1-9,36,35.5,123,9
Forster-Tuncurry Golf Club (NSW),White Men - Course:Tuncurry 10-18,36,35.5,118,9
Forster-Tuncurry Golf Club (NSW),Green Women - Course:Tuncurry 10-18,37,36.5,128,9
Forster-Tuncurry Golf Club (NSW),Red Women - Course:Tuncurry 10-18,37,37,133,9
Forster-Tuncurry Golf Club (NSW),Blue Men - Course:Forster,66,67,118,18
Forster-Tuncurry Golf Club (NSW),White Men,66,66,117,18
Forster-Tuncurry Golf Club (NSW),Green Women - Course:Forster,68,70,123,18
Forster-Tuncurry Golf Club (NSW),Red Women - Course:Forster,68,71,126,18
Forster-Tuncurry Golf Club (NSW),Black Men - Course:Tuncurry,72,74,131,18
Forster-Tuncurry Golf Club (NSW),Blue Men - Course:Tuncurry,72,73,125,18
Forster-Tuncurry Golf Club (NSW),White Men - Course:Tuncurry,72,71,121,18
